foret,numero,code_essence,zone_h,x,y,lng,dm,lac
14260,479,44,30N,388982,689847,1360,69,O
14260,480,19,30N,388019,689833,1000,120,O
14260,481,19,30N,386625,689799,1060,75,O
14260,482,19,30N,386603,689798,1400,85,O
14260,483,19,30N,386624,689794,1180,76,O
14260,484,19,30N,386623,689793,1150,95,O
14260,485,991,30N,389601,689791,1100,57,O
14260,486,991,30N,386601,689791,1480,70,O
14260,487,19,30N,386598,689789,1380,76,O
14260,488,23,30N,386596,689785,1320,80,O
14260,489,991,30N,386595,689784,1470,57,O
14260,490,ASA,30N,386602,689772,730,50,O
14260,491,19,30N,364168,689732,1400,80,O
14260,492,19,30N,364165,689727,980,79,O
14260,493,KOD,30N,386431,689707,980,60,O
14260,494,19,30N,386462,689700,1180,91,O
14260,495,19,30N,388433,689695,1320,80,O
14260,496,19,30N,386433,689695,1350,76,O
14260,497,ORA,30N,386443,689693,1480,57,O
14260,498,ORA,30N,286233,689661,1050,60,
14260,499,45,30N,386329,689648,1500,57,O
14260,500,991,30N,386241,689647,1180,55,O
14260,501,KOD,30N,388328,689646,1180,57,O
14260,502,45,30N,386338,689644,1500,60,O
14260,503,23,30N,386339,689642,1500,70,O
14260,504,19,30N,386309,689636,1200,90,O
14260,505,991,30N,386248,689636,1480,70,O
14260,506,19,30N,386620,689635,1300,76,O
14260,507,991,30N,386311,689635,1500,57,O
14260,508,19,30N,386319,689633,1250,76,O
14260,509,25,30N,386318,689630,1500,50,O
14260,510,19,30N,386298,689629,1150,115,O
14260,511,ASA,30N,386297,689629,1430,60,O
14260,512,991,30N,386317,689628,1430,57,O
14260,513,19,30N,386296,689627,1500,58,O
14260,514,991,30N,386799,689624,1480,57,O
14260,515,986,30N,386798,689623,1250,67,O
14260,516,991,30N,386263,689621,1500,60,O
14260,517,991,30N,386803,689615,1380,70,O
14260,518,19,30N,386268,689615,1300,76,O
14260,519,BDI,30N,386788,689611,1480,57,O
14260,520,IAT,30N,386778,689609,1220,57,O
14260,521,991,30N,386773,689608,1440,57,O
14260,522,991,30N,386276,689608,1370,60,O
14260,523,45,30N,286283,689596,1300,57,
14260,524,19,30N,386334,689590,1350,76,O
14260,525,28,30N,386340,689588,1500,61,O
14260,526,19,30N,386335,689583,1300,76,O
14260,527,19,30N,386746,689573,1320,76,O
14260,528,19,30N,386830,689572,1280,77,O
14260,529,19,30N,386732,689569,860,90,O
14260,530,19,30N,386730,689567,1420,65,O
14260,531,19,30N,386840,689566,1380,85,O
14260,532,19,30N,386159,689072,1070,95,O
14260,533,19,30N,386407,688981,1380,76,O
14260,534,44,30N,386393,688981,1430,57,O
14260,535,44,30N,386390,688972,1370,68,O
14260,536,19,30N,386440,688941,920,70,O
14260,537,44,30N,386414,688940,1180,57,O
14260,538,ASA,30N,386366,688918,1500,57,O
14260,539,44,30N,386441,688829,1420,97,O
14260,540,ASA,30N,386362,688802,1500,57,O
14260,541,44,30N,386364,688800,1400,67,O
14260,542,19,30N,386279,688790,1230,76,O
14260,543,44,30N,386471,688702,1450,77,O
14260,544,44,30N,386443,688684,1040,70,O
14260,545,19,30N,364199,688396,980,90,O
14260,546,AKR,30N,364192,688395,1460,70,O
14260,547,19,30N,364195,688370,1300,80,O
14260,548,19,30N,364190,688370,1020,80,O
14260,549,19,30N,364182,688366,1410,60,O
14260,550,19,30N,364185,688360,1350,76,O
14260,551,19,30N,364042,688359,1200,107,O
14260,552,19,30N,364030,688357,1150,90,O
14260,553,19,30N,364180,688355,1410,80,O
14260,554,19,30N,364168,688350,920,70,O
14260,555,19,30N,364174,688348,1000,105,O
