foret,numero,code_essence,zone_h,x,y,lng,dm,lac
10001,,19,30N,212566,576466,1170,58,
10001,,19,30N,212507,576227,1100,90,
10001,,19,30N,212153,576492,1180,55,O
10001,,19,30N,212038,576392,1300,82,O
10001,,19,30N,211424,576239,1100,95,O
10001,,19,30N,211428,576265,980,100,
10001,,19,30N,212095,576405,970,135,O
10001,,19,30N,212095,576418,1000,122,O
10001,,19,30N,211323,576293,930,96,
10001,,19,30N,211810,576451,1400,77,
10001,,19,30N,212062,576370,1100,88,
10001,,19,30N,212765,578762,1280,117,O
10001,,19,30N,212784,577645,1000,60,O
10001,,19,30N,212711,577605,1100,80,O
10001,,19,30N,212699,577581,1450,76,
10001,,19,30N,221035,576608,1300,65,O
10001,,19,30N,215469,576076,1070,85,
10001,,19,30N,215496,576047,1470,60,O
10001,,19,30N,215528,575970,1400,80,O
10001,,19,30N,215525,575979,1200,76,O
10001,,19,30N,215477,575980,1180,76,O
10001,,19,30N,215545,576093,1480,76,
10001,,19,30N,215681,576131,1450,60,O
10001,,19,30N,215707,576208,800,95,O
10001,,19,30N,215702,576199,900,125,
10001,,19,30N,215698,576111,1400,98,
10001,,19,30N,167733,439216,670,92,
10001,,19,30N,167866,439267,1400,60,O
10001,,19,30N,167854,439262,1300,70,O
10001,,19,30N,167889,439210,1050,108,O
10001,,19,30N,167894,439281,1100,60,O
10001,,19,30N,167872,439234,1400,76,O
10001,,19,30N,167826,439239,1000,55,O
10001,,19,30N,167848,439261,1400,60,
10001,,19,30N,167829,439208,1400,60,O
10001,,19,30N,167847,439209,540,80,O
10001,,19,30N,167806,439093,1200,60,
10001,,15,30N,218637,581831,1270,57,
10001,,15,30N,219350,580693,1500,57,
10001,,15,30N,212408,576191,1200,57,
10001,,11,30N,221078,576493,1300,57,O
10001,,11,30N,215496,576066,1370,60,
10001,,11,30N,167799,439110,1500,57,
10001,,9,30N,167861,739211,1200,50,
10001,,9,30N,168272,439234,1400,50,
10001,,7,29N,219066,581759,900,57,
10001,,7,29N,219351,580420,1150,57,
10001,,7,30N,219288,581029,1300,57,
10001,,2,30N,212625,576410,1100,57,
