foret,numero,code_essence,zone_h,x,y,lng,dm,lac
10530,FROMAGER,19,30N,494793,830274,1140,84,O
10530,FROMAGER,19,30N,494705,830175,970,83,O
10530,FROMAGER,19,30N,493984,829316,900,107,O
10530,FROMAGER,19,30N,493984,829316,630,95,O
10530,FROMAGER,19,30N,494156,829504,790,110,O
10530,FROMAGER,19,30N,493944,829325,870,90,O
10530,FROMAGER,19,30N,493953,829243,1210,76,O
10530,FROMAGER,19,30N,493863,829446,1040,93,O
10530,FROMAGER,19,30N,494072,830178,880,90,O
10530,FROMAGER,19,30N,493975,825182,930,119,O
10530,FROMAGER,19,30N,493975,829182,400,100,O
10530,FROMAGER,19,30N,493952,829261,410,87,O
10530,FROMAGER,19,30N,493952,829261,930,109,O
10530,FROMAGER,19,29N,714053,771097,1030,130,O
10530,FROMAGER,19,29N,714053,771097,1060,115,O
10530,FROMAGER,19,29N,714019,771040,1330,80,O
10530,FROMAGER,19,29N,713945,771096,1060,85,O
10530,FROMAGER,19,29N,713877,771122,1070,120,O
10530,FROMAGER,19,29N,713937,771046,750,90,O
10530,FROMAGER,19,29N,713937,771046,620,70,O
10530,FROMAGER,19,29N,713894,771234,1150,110,O
10530,FROMAGER,19,29N,713916,771261,950,130,O
10530,FROMAGER,19,29N,713916,771261,920,100,O
10530,FROMAGER,19,29N,713928,771236,400,100,O
10530,FROMAGER,19,29N,713928,771236,1220,80,O
10530,FROMAGER,19,29N,713975,771239,1250,110,O
10530,FROMAGER,19,29N,713804,771160,700,90,O
10530,FROMAGER,19,29N,713872,771194,940,100,O
10530,FROMAGER,19,29N,714129,770996,1040,70,O
10530,FROMAGER,19,29N,713585,771257,1150,80,O
10530,FROMAGER,19,29N,714127,771421,960,140,
10530,FROMAGER,19,29N,714142,771453,1050,120,
10530,FROMAGER,19,29N,713566,771128,1170,85,
10530,FROMAGER,19,29N,713508,771083,1120,100,
10530,FROMAGER,19,29N,714181,771705,300,150,
10530,FROMAGER,19,29N,714181,771705,440,130,
10530,FROMAGER,19,29N,713540,771294,1230,80,
10530,FROMAGER,19,29N,713433,771295,650,80,
10530,FROMAGER,19,29N,714181,771705,1050,140,
10530,FROMAGER,19,29N,714195,771682,1200,100,
10530,FROMAGER,19,29N,714195,771682,600,80,
10530,FROMAGER,19,29N,714110,771626,400,80,
10530,FROMAGER,19,30N,714195,771682,980,140,
10530,FROMAGER,19,30N,714110,771626,1140,100,
10530,FROMAGER,19,29N,714136,771618,550,80,
10530,FROMAGER,19,29N,714225,771650,430,100,
10530,FROMAGER,19,30N,379438,647851,1380,90,
10530,FROMAGER,19,30N,379427,647869,1400,76,
10530,FROMAGER,19,30N,379450,647828,1200,100,
10530,FROMAGER,19,30N,379482,647852,1500,78,
10530,FROMAGER,19,30N,379433,647872,1200,100,
10530,FROMAGER,19,30N,379433,647872,990,70,
10530,FROMAGER,19,29N,639792,774092,1080,109,O
10530,FROMAGER,19,29N,639845,774054,1050,96,O
10530,FROMAGER,19,29N,639845,774054,1100,76,O
10530,FROMAGER,19,29N,639620,773775,1070,85,O
10530,FROMAGER,19,29N,639732,774092,1230,85,O
10530,FROMAGER,19,29N,639058,774069,1360,77,
10530,FROMAGER,19,29N,628787,795428,1340,80,
10530,FROMAGER,19,29N,628775,795420,840,74,
10530,FROMAGER,19,29N,628789,795473,1050,77,
10530,FROMAGER,19,29N,628789,795473,1010,94,
10530,FROMAGER,19,29N,628770,795487,1240,70,
10530,FROMAGER,19,29N,628773,795487,1050,75,
10530,FROMAGER,19,29N,628700,795485,1150,80,
10530,FROMAGER,19,29N,628763,795468,970,77,
10530,FROMAGER,19,29N,628951,795446,1210,114,
10530,FROMAGER,19,29N,628951,795446,590,88,
10530,FROMAGER,19,29N,628969,795449,1200,73,
10530,FROMAGER,19,29N,639631,774133,1040,125,
10530,FROMAGER,19,29N,639766,774036,1400,77,
10530,FROMAGER,19,29N,639780,774003,1180,109,
10530,FROMAGER,19,29N,639696,774181,1000,140,
10530,FROMAGER,19,29N,638783,773232,1000,148,O
10530,FROMAGER,19,29N,638783,773232,1000,126,O
10530,FROMAGER,19,29N,629169,795497,1250,80,O
10530,FROMAGER,19,29N,629129,795461,1360,92,O
10530,FROMAGER,19,29N,627497,795489,1350,84,O
10530,FROMAGER,19,29N,627648,795563,1400,94,O
10530,FROMAGER,19,29N,627523,795528,810,75,O
10530,FROMAGER,19,29N,627544,795544,670,88,O
10530,FROMAGER,19,29N,627544,795534,1500,80,O
10530,FROMAGER,19,29N,627753,795653,950,80,O
10530,FROMAGER,19,29N,627689,795652,1110,82,O
10530,FROMAGER,19,29N,638336,773758,1300,134,
10530,FROMAGER,19,29N,638344,773684,1170,115,
10530,FROMAGER,19,29N,638336,773758,520,98,
10530,FROMAGER,19,29N,638343,773033,1010,100,
10530,FROMAGER,19,29N,638358,773068,1040,77,
10530,FROMAGER,19,29N,638374,773278,1170,93,
10530,FROMAGER,19,29N,639300,773539,1100,146,
10530,FROMAGER,19,29N,639522,773543,1200,100,
10530,FROMAGER,19,29N,639676,774008,1000,139,
10530,FROMAGER,19,29N,639676,774008,1030,110,
10530,FROMAGER,19,30N,234537,676020,900,130,O
10530,FROMAGER,19,30N,234700,676278,1200,76,O
10530,FROMAGER,19,30N,234934,676782,1100,90,O
10530,FROMAGER,19,30N,233841,676172,800,76,O
10530,FROMAGER,19,30N,233859,676618,700,76,
10530,FROMAGER,19,30N,234419,675984,900,115,
10530,FROMAGER,19,30N,234214,676119,400,76,
10530,FROMAGER,19,30N,234901,674250,800,100,
10530,FROMAGER,19,30N,234938,674226,1100,80,
10530,FROMAGER,19,30N,234976,674424,1100,76,
10530,FROMAGER,19,30N,235076,674198,1500,76,
10530,FROMAGER,19,30N,234916,673991,1100,80,
10530,FROMAGER,19,30N,235053,674380,800,76,
10530,FROMAGER,19,30N,234969,674364,900,76,
10530,FROMAGER,19,30N,234854,674202,1300,77,
10530,FROMAGER,19,30N,235078,674195,200,100,
10530,FROMAGER,19,30N,234998,674429,700,76,
10530,FROMAGER,19,30N,235472,673904,400,80,
10530,FROMAGER,19,30N,235472,673904,400,70,
10530,FROMAGER,19,30N,235567,673889,1100,87,
10530,FROMAGER,19,30N,235551,679967,1000,76,
10530,FROMAGER,19,30N,235631,673996,800,76,
10530,FROMAGER,19,30N,235276,673838,1100,110,
10530,FROMAGER,19,30N,235438,673952,1000,76,
10530,FROMAGER,19,30N,235525,673886,1100,77,
